requirement_id,route,command_or_query,authorization_predicate,canonical_object_id_field,event_audit_record,test_ref,evidence_ref,status,epic,kind,matched_coverage_row_ids,note
CW-DOD-D4,NO_HTTP_ROUTE,autonomyPolicyService.isMaterialActionClass,"NONE (pure function, no database access, no actor)",n/a (boolean),NONE,,"server/src/services/caseWorkspace/autonomyPolicyService.ts|server/src/services/caseWorkspace/proposalApprovalService.ts:1356,1376,1439 (the ONLY production call site)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 autonomy attacks, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-DOD-D1-U3/D2-U3/D3-U3/D4-U3",PARTIAL,E6,query,CW-DOD-D4-U3,UNTESTED: no test in this repository calls this export. No test calls this export directly.
CW-DOD-D1,NO_HTTP_ROUTE,autonomyPolicyService.requiredControlFor,"NONE (pure function, no database access, no actor)",required_control,NONE,"server/src/services/caseWorkspace/__tests__/autonomyPolicyService.pg.test.ts (15 passed, real PG)","server/src/services/caseWorkspace/autonomyPolicyService.ts|server/src/services/caseWorkspace/proposalApprovalService.ts:1356,1376,1439 (the ONLY production call site)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 autonomy attacks, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-DOD-D1-U3/D2-U3/D3-U3/D4-U3",IMPLEMENTED_AND_PROVEN,E6,query,CW-DOD-D1-U3;CW-DOD-D3-U3,Encodes the A2 plan-policy path (planPolicyPathOpen) and the A3/A4 EXPLICIT_CONTROL_WITH_STEP_UP rule; the plan-policy path is closed at ASK_EACH_ACTION.
CW-DOD-D2,NO_HTTP_ROUTE,autonomyPolicyService.readOrganizationAutonomyCeiling,NONE (reads organization_ai_policy for the organizationId the CALLER supplies; the caller is responsible for having authenticated it),organization_id,NONE,"server/src/services/caseWorkspace/__tests__/autonomyPolicyService.pg.test.ts (15 passed, real PG)","server/src/services/caseWorkspace/autonomyPolicyService.ts|server/src/services/caseWorkspace/proposalApprovalService.ts:1356,1376,1439 (the ONLY production call site)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 autonomy attacks, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-DOD-D1-U3/D2-U3/D3-U3/D4-U3",PARTIAL,E6,query,CW-DOD-D2-U3,"Exercised only transitively through resolveEffectiveAutonomy. Existence is probed with to_regclass rather than by catching 42P01, so a missing table cannot abort the caller open transaction. Absence, no row and a malformed value all return null (an absence is never turned into a level). NOTE: organization_ai_policy is owned by server/src/routes/llm.routes.ts - Case Workspace has no route to read or set the ceiling."
CW-DOD-D2,NO_HTTP_ROUTE,autonomyPolicyService.resolveEffectiveAutonomy,NONE directly; enumeration-safe by construction - an unknown Case and a foreign-tenant Case both yield resolved:false + ASK_EACH_ACTION (SEC-009),case_id; organization_id,NONE,"server/src/services/caseWorkspace/__tests__/autonomyPolicyService.pg.test.ts (15 passed, real PG)","server/src/services/caseWorkspace/autonomyPolicyService.ts|server/src/services/caseWorkspace/proposalApprovalService.ts:1356,1376,1439 (the ONLY production call site)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 autonomy attacks, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-DOD-D1-U3/D2-U3/D3-U3/D4-U3",IMPLEMENTED_AND_PROVEN,E6,query,CW-DOD-D2-U3,"effective = min(casePolicy, organizationCeiling) BY RESTRICTIVENESS. A caller-supplied ceiling is combined, never substituted, so it can only NARROW authority - that was a fixed privilege-raising defect (newSurface.security ""FIXED/autonomy"")."
CW-CANON-10,NO_HTTP_ROUTE,autonomyPolicyService.evaluateAutonomy,NONE (non-throwing evaluation; the enforcing predicate is requireAutonomyFor / the calling command),case_id,NONE,"server/src/services/caseWorkspace/__tests__/autonomyPolicyService.pg.test.ts (15 passed, real PG)","server/src/services/caseWorkspace/autonomyPolicyService.ts|server/src/services/caseWorkspace/proposalApprovalService.ts:1356,1376,1439 (the ONLY production call site)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 autonomy attacks, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-DOD-D1-U3/D2-U3/D3-U3/D4-U3",IMPLEMENTED_AND_PROVEN,E6,query,CW-CANON-10-U3,A0 is the only class that survives an unresolvable policy; every other class denies with autonomy_policy_unresolved. An unknown policy is never a permissive policy.
CW-CANON-10,NO_HTTP_ROUTE,autonomyPolicyService.requireAutonomyFor,THE ENFORCEMENT PREDICATE ITSELF - throws AutonomyPolicyDeniedError when not authorized; fail-closed with no warn-and-continue mode and no disabling flag,case_id,"NONE (the denial fact is written by publishPolicyDeniedEvent, separately)","server/src/services/caseWorkspace/__tests__/autonomyPolicyService.pg.test.ts (15 passed, real PG)","server/src/services/caseWorkspace/autonomyPolicyService.ts|server/src/services/caseWorkspace/proposalApprovalService.ts:1356,1376,1439 (the ONLY production call site)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 autonomy attacks, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-DOD-D1-U3/D2-U3/D3-U3/D4-U3",IMPLEMENTED_AND_PROVEN,E6,command,CW-CANON-10-U3;CW-DOD-D1-U3,"PROVEN BUT NARROWLY WIRED: the production autonomy gate is invoked at exactly ONE call site in the whole product - proposalApprovalService.transitionProposalToExecuting (which uses evaluateAutonomy + an explicit throw, not this wrapper). No other command consults the policy."
CW-DOD-D1,NO_HTTP_ROUTE,autonomyPolicyService.publishPolicyDeniedEvent,NONE (audit writer; runs on the CALLER open transaction and presumes the caller already evaluated),aggregate_id (caller-supplied) + deterministic event_id for replay dedup,policy.denied (case_workspace_event_outbox) [autonomyPolicyService.ts:925-927],"server/src/services/caseWorkspace/__tests__/autonomyPolicyService.pg.test.ts (15 passed, real PG)","server/src/services/caseWorkspace/autonomyPolicyService.ts|server/src/services/caseWorkspace/proposalApprovalService.ts:1356,1376,1439 (the ONLY production call site)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 autonomy attacks, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-DOD-D1-U3/D2-U3/D3-U3/D4-U3",IMPLEMENTED_AND_PROVEN,E6,command,CW-DOD-D1-U3,"Carries the DECISION not the payload: action class, effective level, ceiling AND ceiling source (so an auditor can tell ""the org capped this"" from ""nobody configured a ceiling""), plus the machine denial code. In proposalApprovalService the refusal is committed and the throw happens AFTER COMMIT, so the audit row cannot be rolled back with the refusal."
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.createNodeRun,"requireCaseAccess(actorUserId, caseId) [nodeRunService.ts:562]",node_run_id,node.run_created [nodeRunService.ts:627],"server/src/services/caseWorkspace/__tests__/nodeRunService.pg.test.ts (9 passed, real PG)",server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,IMPLEMENTED_AND_PROVEN,E4,command,CW-CANON-07-U3,Idempotent: a replayed create returns the SAME NodeRun and writes no second row and no second event. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.transitionNodeRun,requireCaseAccess (via the loaded NodeRun case_id) + optimistic version check,node_run_id,node.state_changed [nodeRunService.ts:724],"server/src/services/caseWorkspace/__tests__/nodeRunService.pg.test.ts (9 passed, real PG)",server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,IMPLEMENTED_AND_PROVEN,E4,command,CW-CANON-07-U3,A write carrying a stale version is rejected and leaves the row byte-identical (asserted). ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.claimNodeRun,"lease ownership (worker identity), not a user predicate",node_run_id; lease_owner,node.claimed [nodeRunService.ts:796],"server/src/services/caseWorkspace/__tests__/nodeRunService.pg.test.ts (9 passed, real PG)",server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,IMPLEMENTED_AND_PROVEN,E4,command,CW-CANON-07-U3,Scheduler primitive. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.heartbeatNodeRunLease,lease ownership - a superseded lease is refused,node_run_id; lease_owner,node.lease_renewed [nodeRunService.ts:871],"server/src/services/caseWorkspace/__tests__/nodeRunService.pg.test.ts (9 passed, real PG)",server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,IMPLEMENTED_AND_PROVEN,E4,command,CW-CANON-07-U3,Called once by the test. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.startNodeRunLeaseHeartbeat,"NONE (process-local in-memory registry, no database access)",n/a (returns a stop handle),NONE,,server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,NOT_IMPLEMENTED,E4,command,CW-CANON-07-U3,UNTESTED: no test in this repository calls this export. Timer helper around heartbeatNodeRunLease. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.reclaimExpiredNodeRunLease,"lease expiry in the database (SELECT ... FOR UPDATE), not a user predicate",node_run_id,node.reconciled_already_applied [nodeRunService.ts:1034] OR node.lease_reclaimed [nodeRunService.ts:1099],"server/src/services/caseWorkspace/__tests__/nodeRunService.pg.test.ts (9 passed, real PG)",server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,IMPLEMENTED_AND_PROVEN,E4,command,CW-CANON-07-U3;CW-DOD-C7-U3,Consults the reconciliation check BEFORE reclaiming and closes the node from the readback instead of retrying when the effect already landed; exactly one of two concurrent workers wins. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.startNodeRunAttempt,lease ownership - refused from a worker whose lease was superseded,attempt_id,node.attempt_started [nodeRunService.ts:1210],"server/src/services/caseWorkspace/__tests__/nodeRunService.pg.test.ts (9 passed, real PG)",server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,IMPLEMENTED_AND_PROVEN,E4,command,CW-CANON-07-U3,ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.completeNodeRunAttempt,lease ownership - refused from a worker whose lease was superseded,attempt_id,node.attempt_completed [nodeRunService.ts:1350],"server/src/services/caseWorkspace/__tests__/nodeRunService.pg.test.ts (9 passed, real PG)",server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,IMPLEMENTED_AND_PROVEN,E4,command,CW-CANON-07-U3,Retry budget: a retryable failure is promoted to FAILED_TERMINAL once exhausted. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.timeoutNodeRunAttempt,"timeout_at in the database, not a user predicate",attempt_id,node.attempt_timed_out [nodeRunService.ts:1457],"server/src/services/caseWorkspace/__tests__/nodeRunService.pg.test.ts (9 passed, real PG)",server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,IMPLEMENTED_AND_PROVEN,E4,command,CW-CANON-07-U3,Closes the attempt TIMED_OUT and flags compensation REQUIRED when the node ends terminally. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.recordNodeRunCompensation,requireCaseAccess (via the loaded NodeRun case_id),node_run_id,node.compensation_recorded [nodeRunService.ts:1509],,server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,PARTIAL,E4,command,CW-CANON-07-U3,"UNTESTED: no test in this repository calls this export. The compensation REQUIRED flag is asserted via timeoutNodeRunAttempt, but this export is never called by any test. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__)."
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.getNodeRun,"requireCaseAccess(actorUserId, row.case_id) [nodeRunService.ts:1534]",node_run_id,NONE,,server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,PARTIAL,E4,query,CW-CANON-07-U3;CW-DOD-B5-U3,UNTESTED: no test in this repository calls this export. The predicate is present in the source but no test exercises it. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.listNodeRunsForRun,"requireCaseAccess(actorUserId, rows[0].case_id) [nodeRunService.ts:1546]",run_id,NONE,,server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,PARTIAL,E4,query,CW-CANON-07-U3;CW-DOD-B5-U3,UNTESTED: no test in this repository calls this export. NOTE the predicate derives the Case from the FIRST row only - if a run ever spanned Cases this would under-check. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-07,NO_HTTP_ROUTE,nodeRunService.listAttemptsForNodeRun,"requireCaseAccess(actorUserId, rows[0].case_id) [nodeRunService.ts:1561]",node_run_id,NONE,,server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,PARTIAL,E4,query,CW-CANON-07-U3;CW-DOD-B5-U3,UNTESTED: no test in this repository calls this export. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-DOD-I6,NO_HTTP_ROUTE,nodeRunService.listClaimableNodeRuns,"NONE (INTERNAL-ONLY, cross-organization by design; there is no tenant predicate in the function body, so routing it without adding one would be a cross-tenant leak)",n/a (candidate scan),NONE,,server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,PARTIAL,E4,query,CW-CANON-07-U3;CW-DOD-I6-U3,"UNTESTED: no test in this repository calls this export. ""Report, do not decide"" - never claims anything. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__)."
CW-DOD-I6,NO_HTTP_ROUTE,nodeRunService.listTimedOutNodeRuns,"NONE (INTERNAL-ONLY, cross-organization by design; there is no tenant predicate in the function body, so routing it without adding one would be a cross-tenant leak)",n/a (candidate scan),NONE,"server/src/services/caseWorkspace/__tests__/nodeRunService.pg.test.ts (9 passed, real PG)",server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,IMPLEMENTED_AND_PROVEN,E4,query,CW-CANON-07-U3;CW-DOD-I6-U3,Timeout sweeper candidates. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-DOD-I6,NO_HTTP_ROUTE,nodeRunService.listExpiredLeaseNodeRuns,"NONE (INTERNAL-ONLY, cross-organization by design; there is no tenant predicate in the function body, so routing it without adding one would be a cross-tenant leak)",n/a (candidate scan),NONE,,server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,PARTIAL,E4,query,CW-CANON-07-U3;CW-DOD-I6-U3,UNTESTED: no test in this repository calls this export. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-DOD-I6,NO_HTTP_ROUTE,nodeRunService.listOrphanNodeRunReferences,"NONE (INTERNAL-ONLY, cross-organization by design; there is no tenant predicate in the function body, so routing it without adding one would be a cross-tenant leak)",n/a (counts per table),NONE,"server/src/services/caseWorkspace/__tests__/nodeRunService.pg.test.ts (9 passed, real PG)",server/src/services/caseWorkspace/nodeRunService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-07-U3,IMPLEMENTED_AND_PROVEN,E4,query,CW-CANON-07-U3;CW-DOD-I6-U3,Reports loose node_run_id references with no canonical NodeRun and NEVER repairs them or creates a placeholder (that would turn a data-quality signal into fabricated history). ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-12,NO_HTTP_ROUTE,eventInboxService.registerInboxChannel,"NONE (process-local in-memory registry, no database access)",source (channel id),NONE,"server/src/services/caseWorkspace/__tests__/eventInboxService.pg.test.ts (7 passed, real PG)","server/src/services/caseWorkspace/eventInboxService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql (case_workspace_event_inbox)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 inbox attacks/fixes, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-12-U3",IMPLEMENTED_AND_PROVEN,E5,command,CW-CANON-12-U3,"Holds the shared secret and the principal for one inbound channel. Process-local: a restart loses every channel until boot code re-registers, and NO boot code registers any channel today."
CW-CANON-12,NO_HTTP_ROUTE,eventInboxService.clearInboxChannels,"NONE (process-local in-memory registry, no database access)",n/a,NONE,"server/src/services/caseWorkspace/__tests__/eventInboxService.pg.test.ts (7 passed, real PG)","server/src/services/caseWorkspace/eventInboxService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql (case_workspace_event_inbox)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 inbox attacks/fixes, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-12-U3",IMPLEMENTED_AND_PROVEN,E5,command,CW-CANON-12-U3,Test-support reset.
CW-CANON-12,NO_HTTP_ROUTE,eventInboxService.computeInboxPayloadDigest,"NONE (pure function, no database access, no actor)",payload_digest,NONE,,"server/src/services/caseWorkspace/eventInboxService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql (case_workspace_event_inbox)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 inbox attacks/fixes, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-12-U3",PARTIAL,E5,query,CW-CANON-12-U3,UNTESTED: no test in this repository calls this export. Exercised transitively through receiveExternalEvent.
CW-CANON-12,NO_HTTP_ROUTE,eventInboxService.computeInboxSignature,"NONE (pure function, no database access, no actor)",signature,NONE,"server/src/services/caseWorkspace/__tests__/eventInboxService.pg.test.ts (7 passed, real PG)","server/src/services/caseWorkspace/eventInboxService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql (case_workspace_event_inbox)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 inbox attacks/fixes, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-12-U3",IMPLEMENTED_AND_PROVEN,E5,query,CW-CANON-12-U3,HMAC over the payload with the channel secret; compared with a timing-safe comparison in receiveExternalEvent.
CW-CANON-12,NO_HTTP_ROUTE,eventInboxService.receiveExternalEvent,"GATE 1 known channel + HMAC signature match (NOT a user predicate - the principal is the channel); GATE 2 database-level dedup on UNIQUE (source, event_id); GATE 3 tenant/case scope applied INSIDE the correlation-key lookup with the candidate rows locked",inbox_record_id; correlation_key,inbox.event_rejected [eventInboxService.ts:479] OR wait.satisfied [:600] + inbox.event_applied [:621],"server/src/services/caseWorkspace/__tests__/eventInboxService.pg.test.ts (7 passed, real PG)","server/src/services/caseWorkspace/eventInboxService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql (case_workspace_event_inbox)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 inbox attacks/fixes, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-12-U3",IMPLEMENTED_AND_PROVEN,E5,command,CW-CANON-12-U3;CW-DOD-D6-U3,"Returns an outcome, never throws for an expected failure, because a webhook must answer 2xx to a duplicate. A duplicate emits NO event - a redelivery is not a domain fact. TWO FIXED DEFECTS: an older wait in another tenant could capture a shared correlation key; a callback with no caseId could satisfy another Case wait. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__). NO HTTP CALLBACK ENDPOINT EXISTS, so no external system can deliver today."
CW-CANON-12,NO_HTTP_ROUTE,eventInboxService.recordInboxProcessingFailure,NONE (operates on an inbox_record_id; only touches rows still in RECEIVED),inbox_record_id,inbox.event_dead_lettered [eventInboxService.ts:689] (only on crossing the dead-letter threshold),,"server/src/services/caseWorkspace/eventInboxService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql (case_workspace_event_inbox)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 inbox attacks/fixes, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-12-U3",PARTIAL,E5,command,CW-CANON-12-U3,UNTESTED: no test in this repository calls this export. The dead-letter transition and its event are therefore unproven. Nothing is ever deleted; a dead-lettered row stays fully readable for reconciliation.
CW-CANON-12,NO_HTTP_ROUTE,eventInboxService.getInboxRecord,"NONE (INTERNAL-ONLY, cross-organization by design; there is no tenant predicate in the function body, so routing it without adding one would be a cross-tenant leak)",inbox_record_id,NONE,,"server/src/services/caseWorkspace/eventInboxService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql (case_workspace_event_inbox)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 inbox attacks/fixes, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-12-U3",PARTIAL,E5,query,CW-CANON-12-U3,UNTESTED: no test in this repository calls this export. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-CANON-12,NO_HTTP_ROUTE,eventInboxService.getInboxRecordByEventId,"NONE (INTERNAL-ONLY, cross-organization by design; there is no tenant predicate in the function body, so routing it without adding one would be a cross-tenant leak)",source + event_id,NONE,,"server/src/services/caseWorkspace/eventInboxService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql (case_workspace_event_inbox)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 inbox attacks/fixes, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-12-U3",PARTIAL,E5,query,CW-CANON-12-U3,UNTESTED: no test in this repository calls this export. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-DOD-I6,NO_HTTP_ROUTE,eventInboxService.listInboxRecordsForOrganization,"organization_id filter in SQL (caller-supplied, not authenticated here)",organization_id,NONE,,"server/src/services/caseWorkspace/eventInboxService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql (case_workspace_event_inbox)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 inbox attacks/fixes, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-12-U3",PARTIAL,E5,query,CW-CANON-12-U3;CW-DOD-I6-U3,UNTESTED: no test in this repository calls this export. Scoped by the organizationId the CALLER passes - routing this without a membership predicate would be a cross-tenant leak. ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-DOD-I6,NO_HTTP_ROUTE,eventInboxService.listInboxReconciliationBacklog,"organization_id filter OPTIONAL (omitting it returns every tenant rejected and dead-lettered rows) - NONE (INTERNAL-ONLY, cross-organization by design; there is no tenant predicate in the function body, so routing it without adding one would be a cross-tenant leak)","n/a (REJECTED + DEAD_LETTER, newest first)",NONE,"server/src/services/caseWorkspace/__tests__/eventInboxService.pg.test.ts (7 passed, real PG)","server/src/services/caseWorkspace/eventInboxService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql (case_workspace_event_inbox)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 inbox attacks/fixes, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-12-U3",IMPLEMENTED_AND_PROVEN,E5,query,CW-CANON-12-U3;CW-DOD-I6-U3,Proven: an unknown correlation key and an unexpected event type both surface here. THE organizationId FILTER IS OPTIONAL - this must not be routed without making it mandatory and authenticated.
CW-DOD-I6,NO_HTTP_ROUTE,eventInboxService.getInboxBacklog,"NONE (INTERNAL-ONLY, cross-organization by design; there is no tenant predicate in the function body, so routing it without adding one would be a cross-tenant leak)",n/a (counts by status),NONE,"server/src/services/caseWorkspace/__tests__/eventInboxService.pg.test.ts (7 passed, real PG)","server/src/services/caseWorkspace/eventInboxService.ts|server/migrations/20260810_case_workspace_node_run_and_inbox.sql (case_workspace_event_inbox)|server/src/services/caseWorkspace/__tests__/security/newSurface.security.pg.test.ts (3 inbox attacks/fixes, passed)|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-CANON-12-U3",IMPLEMENTED_AND_PROVEN,E5,query,CW-CANON-12-U3;CW-DOD-I6-U3,Observability read with no operator surface - ZERO non-test callers and no mounted route (grep over server/src excluding __tests__).
CW-DOD-C2,NO_HTTP_ROUTE,capabilityAdapterService.registerCapabilityWithAdapter,"ADMIN in the caller organization - enforced inside capabilityRegistryService.registerCapability, deliberately not re-implemented here",capability_registry_id,NONE (the registry write emits its own registry event),"server/src/services/caseWorkspace/__tests__/capabilityAdapterService.pg.test.ts (8 passed, real PG)",server/src/services/caseWorkspace/capabilityAdapterService.ts|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-DOD-C2-U3,IMPLEMENTED_AND_PROVEN,E3,command,CW-DOD-C2-U3,"Definition and binding are registered in ONE call so a partially-registered (definition-without-binding) capability is never executable. Refuses when binding.kind contradicts providerType. NOTE: the underlying POST /capabilities route carries the KNOWN DEFECT CW-API-CAP-ENUM-01 (route enum != service enum, route unreachable)."
CW-DOD-C2,NO_HTTP_ROUTE,capabilityAdapterService.registerCapabilityBinding,"NONE (process-local in-memory registry, no database access)",capability_id + capability_version,NONE,,server/src/services/caseWorkspace/capabilityAdapterService.ts|docs/product/case-workspace/acceptance/EPIC_DOD_COVERAGE.csv CW-DOD-C2-U3,PARTIAL,E3,command,CW-DOD-C2-U3,"UNTESTED: no test in this repository calls this export. Bindings live in a process-local Map, so every binding is LOST on restart and must be re-registered at boot; no boot code does this today."
